,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metascore,IMDBRating,IMDBVotes,IMDBID,Box Office Revenue,Type
748,Black Space,2020–,TV-MA,27 May 2021,45.0,"Crime, Drama, Thriller",,"Anat Gafni, Sahar Shavit","Guri Alfi, Assi Levy, Reut Alush",An ordinary morning at a small-town High School turns into a nightmare when anonymous figures in masks have committed a massacre leaving four dead students.,Hebrew,Israel,,,6.7,"1,920",tt13660638,,series
749,Blue Miracle,2021,TV-PG,27 May 2021,95.0,"Adventure, Biography, Drama",Julio Quintana,"Julio Quintana, Chris Dowling","Dennis Quaid, Jimmy Gonzales, Miguel Angel Garcia","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",English,United States,,48,6.6,"6,999",tt7084386,,movie
750,Eden,2012,R,19 Jul 2013,98.0,"Crime, Drama, Thriller",Megan Griffiths,"Richard B. Phillips, Megan Griffiths, Chong Kim","Jamie Chung, Beau Bridges, Matt O'Leary","A young Korean-American girl, abducted and forced into prostitution by domestic human traffickers, cooperates with her captors in a desperate ploy to survive.","English, Chinese, Spanish",United States,9 wins & 4 nominations,63,6.6,"8,915",tt1734433,,movie
751,Ghost Lab,2021,TV-MA,26 May 2021,117.0,"Drama, Horror, Thriller",Paween Purijitpanya,"Vasudhorn Piyaromna, Paween Purijitpanya, Tossaphon Riantong","Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",Thai,Thailand,,,5.2,"1,474",tt13446126,,movie
752,Ragnarok,2020–,TV-MA,31 Jan 2020,,"Action, Drama, Fantasy",,"Emilie Lebech Kaae, Adam Price","David Stakston, Jonas Strand Gravli, Herman Tømmeraas",A small Norwegian town experiencing warm winters and violent downpours seems to be headed for Ragnarok -- unless someone intervenes in time.,Norwegian,Denmark,,,7.5,"37,975",tt9251798,,series
754,The Day I Lost My Shadow,2018,,28 Sep 2019,94.0,Drama,Soudade Kaadan,Soudade Kaadan,"Reham Alkassar, Sawsan Arshid, Yara Ibrahim",In Syria in 2012 a mother ventures into a war zone to find a gas cylinder so she can prepare a meal for her son. She discovers that in the besieged area the people there have lost their shadows.,Arabic,"Syria, France, Lebanon, Qatar",5 wins & 8 nominations,,5.9,264,tt8900142,,movie
755,Baggio: The Divine Ponytail,2021,TV-MA,26 May 2021,91.0,"Biography, Drama, Sport",Letizia Lamartire,"Ludovica Rampoldi, Stefano Sardo","Andrea Arcangeli, Valentina Bellè, Thomas Trabacchi","Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.",Italian,Italy,,,6.1,"4,590",tt14025788,,movie
757,High on the Hog: How African American Cuisine Transformed America,2021–2022,TV-14,26 May 2021,,"Documentary, History",,,"Stephen Satterfield, Adrian Miller, Michael Twitty","Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries.",English,United States,3 wins & 4 nominations,,7.7,713,tt14540468,,series
758,JoJo's Bizarre Adventure,2012–,TV-14,04 Oct 2012,30.0,"Animation, Action, Adventure",,,"David Vincent, Matthew Mercer, Daisuke Ono","The story of the Joestar family, who are possessed with intense psychic strength, and the adventures each member encounters throughout their lives.",Japanese,Japan,2 wins & 10 nominations,,8.4,"23,543",tt2359704,,series
759,Nail Bomber: Manhunt,2021,TV-MA,26 May 2021,72.0,"Documentary, Crime, History",Daniel Vernon,,"David Copeland, Arthur, Talent Chioma Mundy-Castle","This documentary tells the story of the 1999 London bombings that targeted minority communities, and the race to find the far-right extremist behind them.",English,United Kingdom,Nominated for 1 BAFTA Award1 nomination total,,6.3,"2,221",tt12939812,,movie
760,A Place in the Stars,2014,,14 Nov 2014,112.0,"Drama, Thriller",Steve Gukas,"J.K. Amalou, Steve Gukas, Pius Gyang","Ibrahim Abubakar, Isiaka Adamu, Jubril Ahmed",A young lawyer gets a case he believes will make him rich. In the process he encounters dangerous men willing to kill to protect a fake and adulterated medical drugs trade worth billions in Nigeria. The outcome helps him come to t...,English,Nigeria,2 nominations,,6.5,21,tt3522136,,movie
761,Home,2015,PG,27 Mar 2015,94.0,"Animation, Adventure, Comedy",Tim Johnson,"Tom J. Astle, Matt Ember, Adam Rex","Jim Parsons, Rihanna, Steve Martin","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","English, French",United States,3 wins & 10 nominations,55,6.6,"103,137",tt2224026,"$177,397,510",movie
762,Mad for Each Other,2021–,,24 May 2021,,"Comedy, Drama, Romance",,,"Woo Jung, Yeon-Seo Oh, Hye Eun Lee","Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way.",Korean,South Korea,,,7.9,"1,932",tt14596414,,series
763,Master of None,2015–,TV-MA,06 Nov 2015,1.0,"Comedy, Drama",,"Aziz Ansari, Alan Yang","Aziz Ansari, Eric Wareheim, Lena Waithe","The personal and professional life of Dev, a 30-year-old actor in New York.",English,United States,Won 3 Primetime Emmys. 17 wins & 75 nominations total,,8.2,"73,427",tt4635276,,series
764,99 Songs,2019,,16 Apr 2021,128.0,"Musical, Romance",Vishwesh Krishnamoorthy,"Hussain Dalal, Kalpradah, Vishwesh Krishnamoorthy","Ehan Bhat, Edilsy Vargas, Tenzing Dalha","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey.","Hindi, Tamil, Telugu",India,1 win & 4 nominations,,6.5,"2,303",tt7559180,,movie
765,Army of the Dead,2021,R,21 May 2021,148.0,"Action, Crime, Horror",Zack Snyder,"Zack Snyder, Shay Hatten, Joby Harold","Dave Bautista, Ella Purnell, Ana de la Reguera","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","English, Spanish, German, French",United States,1 win & 4 nominations,57,5.7,"172,214",tt0993840,,movie
767,Jurassic World: Camp Cretaceous,2020–2022,TV-PG,18 Sep 2020,1.0,"Animation, Action, Adventure",,Zack Stentz,"Paul-Mikél Williams, Kausar Mohammed, Raini Rodriguez",Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.,English,United States,2 wins & 1 nomination,,7.5,"8,904",tt10436228,,series
768,Strain,2012,,,11.0,"Short, Drama",Yin Chang,Yin Chang,"Michelle Page, Cali Fredrichs, Francia Raisa",Two best friends have a deadly falling out when one of them joins a dangerous clique.,English,United States,,,7.1,41,tt2557782,,movie
769,The Neighbor,2016,Not Rated,16 Sep 2016,87.0,"Crime, Horror, Thriller",Marcus Dunstan,"Marcus Dunstan, Patrick Melton","Josh Stewart, Bill Engvall, Alex Essoe","Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.",English,United Kingdom,,,5.8,"7,820",tt3330764,,movie
771,Asmaa,2011,,07 Dec 2011,96.0,Drama,Amr Salama,Amr Salama,"Hind Sabri, Maged El-Kidwani, Hany Adel",A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.,Arabic,Egypt,3 wins & 1 nomination,,8.1,"4,521",tt1826603,,movie
772,Hating Peter Tatchell,2021,,19 May 2021,91.0,Documentary,Christopher Amos,Christopher Amos,"Ian McKellen, Stephen Fry, Peter Tatchell","The profound life story of the controversial human rights campaigner whose provocative acts of civil disobedience rocked the establishment, revolutionised attitudes to homosexuality and exposed tyrants in the fight for equality.",English,Australia,2 wins & 2 nominations,,7.6,811,tt6076668,,movie
773,Special,2019–2021,TV-MA,12 Apr 2019,2.0,"Comedy, Drama",,Ryan O'Connell,"Ryan O'Connell, Jessica Hecht, Punam Patel",A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.,English,United States,Nominated for 4 Primetime Emmys. 3 wins & 6 nominations total,,7.6,"9,653",tt9381622,,series
774,Sabotage,2014,R,28 Mar 2014,109.0,"Action, Crime, Drama",David Ayer,"Skip Woods, David Ayer","Arnold Schwarzenegger, Sam Worthington, Terrence Howard",Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,"English, Spanish",United States,2 wins & 5 nominations,41,5.7,"63,931",tt1742334,"$10,508,518",movie
775,Small Town Crime,2017,R,19 Jan 2018,91.0,"Crime, Mystery, Thriller","Eshom Nelms, Ian Nelms","Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer","An alcoholic ex cop finds a woman on the roadside, left for dead. He offers to find the killer pro bono as P.I. Her granddad hires him. Things get nasty.",English,United States,,68,6.6,"11,578",tt5751998,,movie
776,The Last Days,2013,Unrated,27 Mar 2013,100.0,"Action, Adventure, Fantasy","David Pastor, Àlex Pastor","David Pastor, Àlex Pastor","Quim Gutiérrez, Jose Coronado, Marta Etura","In 2013, a mysterious epidemic spreads across the planet: humanity develops an irrational fear of open spaces which causes death within seconds. Soon the entire global populace is trapped inside buildings. As Barcelona descends in...","Spanish, Catalan","Spain, France",8 wins & 6 nominations,,6.1,"8,562",tt1935914,,movie
777,The Magic School Bus,1994–1997,TV-Y,10 Sep 1994,1.0,"Animation, Adventure, Comedy",,"Joanna Cole, Bruce Degen, Kristin Laskas Martin","Lily Tomlin, Daniel DeSanto, Erica Luttrell",An eccentric school-teacher takes her class on wondrous educational field trips with the help of a magical school bus.,English,"Canada, United States",3 wins & 11 nominations,,7.8,"10,057",tt0108847,,series
778,Who Killed Sara?,2021–2022,TV-MA,24 Mar 2021,,"Crime, Drama, Mystery",,José Ignacio Valenzuela,"Manolo Cardona, Ginés García Millán, Carolina Miranda","Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit.",Spanish,Mexico,1 win & 8 nominations,,6.4,"14,458",tt11937816,,series
779,Amy Tan: Unintended Memoir,2021,,03 May 2021,101.0,"Documentary, Biography",James Redford,Jean Tsien,"Amy Tan, Daisy Tan, John Tan Sr.",A look at the life and work of author Amy Tan.,"English, Mandarin",United States,1 nomination,,7.8,332,tt10393074,,movie
780,Sardar Ka Grandson,2021,TV-14,18 May 2021,139.0,"Comedy, Drama, Romance",Kaashvi Nair,"Anuja Chauhan, Amitosh Nagpal, Kaashvi Nair","Rakul Preet Singh, John Abraham, Aditi Rao Hydari",A devoted grandson embarks on a complicated and comic journey to fulfill his ailing grandmother's last wish.,Hindi,India,1 win & 1 nomination,,4.2,"4,611",tt11213600,,movie
781,Sleight,2016,R,28 Apr 2017,89.0,"Crime, Drama, Sci-Fi",J.D. Dillard,"J.D. Dillard, Alex Theurer","Jacob Latimore, Seychelle Gabriel, Storm Reid","A young street magician (Jacob Latimore) is left to care for his little sister after their parents' passing, and turns to illegal activities to keep a roof over their heads. When he gets in too deep, his sister is kidnapped, and h...",English,United States,3 nominations,62,5.9,"8,839",tt4573516,"$3,986,245",movie
782,Ahaan,2019,,14 May 2021,81.0,"Comedy, Drama",Nikhil Pherwani,"Nikhil Pherwani, Abhishek Pherwani","Arif Zakaria, Niharika Singh, Abuli Mamaji","Jilted by his wife, a man with OCD finds eye opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.","English, Hindi",India,,,7.0,335,tt10833732,,movie
783,Booba: Food Puzzle,2020–,,06 May 2020,,"Animation, Comedy, Family",,,"Artyom Kretov, Elena Solovieva, Roman Karev","In a cozy kitchen, in the spotlight meet everyone's favorite, Booba. Today he's a chef and co-hosting a cooking show. Gather in front of the screen with your parents or friends and cook with Booba. As usual, Booba is curious, impe...",None,United Kingdom,,,8.8,50,tt12319946,,series
784,Love or Money,2021,,12 Mar 2021,116.0,"Comedy, Drama, Romance",Mae Czarina Cruz,Crystal S. San Miguel,"Angelica Panganiban, Coco Martin, Gelli de Belen","Despite their attraction to each other and Leon's persistence in pursuing Angel, the latter's dream of becoming rich prevents them from having a lasting relationship.","Tagalog, Filipino",Philippines,1 nomination,,6.1,118,tt11602582,,movie
785,Alma Matters - Inside the IIT Dream,2021,,14 May 2021,3.0,Documentary,,,"Adarsh Upadhyay, Lokesh Deshmukh, Kevin Banker","In a ""nation of middle-class"" the IIT dream involves clearing the world's toughest public exam for guaranteed lifelong success. Life is not an exam though. It's a hustle, one that nobody trains them for. The result? Eternal tumult.","English, Hindi",India,,,8.3,"2,374",tt14512938,,series
786,Cinema Bandi,2021,,14 May 2021,98.0,"Comedy, Drama",Praveen Kandregula,"Vasanth Maringanti, Praveen Kandregula, Krishna Prathyusha","Vikas Vasistha, Sandeep Varanasi, Rag Mayur","When a driver finds an expensive camera in the back seat of his rickshaw, he comes up with a ridiculously ambitious plan to gather the village and make a film - a ticket to get their drought-hit village out of its dreary conditions.",Telugu,India,3 nominations,,7.9,"2,547",tt14554338,,movie
787,Ferry,2021,TV-MA,14 May 2021,106.0,"Action, Crime, Drama",Cecilia Verheyden,"Nico Moolenaar, Bart Uytdenhouwen","Frank Lammers, Elise Schaap, Huub Stapel","Ruthless Ferry Bouman is sent to his native region of Brabant by his boss Brink to avenge an attack on their gang. When he meets lovely Danielle and old family feuds resurface, Brabant starts to pierce his steel armour.","Flemish, Dutch","Belgium, Netherlands",1 win & 3 nominations,,7.0,"11,168",tt14217100,,movie
788,Halston,2021,TV-MA,14 May 2021,,"Biography, Drama",,,"Ewan McGregor, Rebecca Dayan, David Pittu","The story of a man who leverages his single, invented name into a worldwide fashion empire that's synonymous with luxury, sex, status, and fame, literally defining the era.",English,United States,Won 1 Primetime Emmy. 2 wins & 22 nominations total,,7.5,"15,164",tt9569546,,series
789,Haunted,1995,R,18 Jun 1996,108.0,"Drama, Horror",Lewis Gilbert,"James Herbert, Timothy Prager, Bob Kellett","Aidan Quinn, Kate Beckinsale, Anthony Andrews","A skeptical professor visits a remote British estate to debunk allegations of psychic phenomena, but soon finds himself haunted by a ghost from his own past.",English,"United Kingdom, United States",1 win & 2 nominations,,6.2,"6,770",tt0113269,,movie
790,I Am All Girls,2021,TV-MA,14 May 2021,107.0,"Crime, Drama, Mystery",Donovan Marsh,"Wayne Fitzjohn, Marcell Greeff, Emile Leuvennink","Erica Wessels, Hlubi Mboya, Leshego Molokwane",A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,English,South Africa,3 wins & 10 nominations,,5.9,"6,289",tt9013182,,movie
791,Jungle Beat: The Movie,2020,G,26 Jun 2020,88.0,"Animation, Adventure, Comedy",Brent Dawes,"Brent Dawes, Sam Wilson","David Menkin, David Rintoul, Gavin Peter",A homesick alien crash-lands his spaceship near the colorful African Jungle. His new animal friends need to get him back to his ship and teach him about friendship and fun before his Space-Conqueror father can take over the planet.,English,"Mauritius, South Africa, United Kingdom",1 nomination,,5.5,"1,069",tt12139700,,movie
